total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,cost_drag_ann,avg_gross_exposure,avg_net_exposure,beta_spy,strategy,split
-0.3098205763880496,-0.12665442433055918,0.0736101641197499,-1.8023730322606584,-0.3112738941207499,-0.4068906089549134,1.1919314731431647,0.15018336561603876,0.9063787333527058,-1.7312665994848243e-18,0.03703350326217159,sector_baseline,train
-0.4016315319777721,-0.2861027498221965,0.07383359815159816,-4.524382724130145,-0.4006186535044648,-0.7141523424320729,1.2749989522586127,0.1606498679845852,0.9959938776000735,-3.1657856403629475e-18,0.01940102087975243,sector_baseline,validation
-0.2273697947334452,-0.13151745711287943,0.0651605690651877,-2.130868695473257,-0.2818833590586374,-0.4665669429798485,1.300966356698667,0.16392176094403202,0.9938128737463109,6.515796353299544e-19,0.01572739168602336,sector_baseline,holdout
-0.6809179382465003,-0.17099726695302564,0.07139677238691002,-2.589824313763448,-0.6820033483570991,-0.25072789945232193,1.2454578531427858,0.15692768949599104,0.9550558370090193,-1.374499952870874e-18,0.028867723137131082,sector_baseline,full
-0.38597672184755794,-0.16316195090438823,0.0649289293176791,-2.7099837563090836,-0.38860130725998654,-0.4198697941981645,1.312854837697133,0.16541970954983873,0.8964573964479886,-9.40800722099333e-19,-0.028752482955934404,raw_pca_residual,train
-0.23322212485729743,-0.1599320666488352,0.06647130204823913,-2.5877782639494558,-0.23384283053008914,-0.6839297415545794,1.4464406260868945,0.1822515188869487,0.9893382887055852,-1.786110141443568e-18,-0.0026534898013827334,raw_pca_residual,validation
-0.3308930711981891,-0.19719647889827518,0.06393962231322248,-3.4017555428616912,-0.3367867625303119,-0.5855232474599616,1.4464378084136986,0.18225116386012602,0.9827569714273912,2.1983316175195512e-18,0.009069707836423132,raw_pca_residual,holdout
-0.6849714340816768,-0.17273544012312092,0.06499376695016366,-2.8841009329464393,-0.6870213953599609,-0.25142658043803306,1.3863914450209145,0.1746853220726353,0.9456107297981003,-2.0950352891619327e-19,-0.01464365269903191,raw_pca_residual,full
-0.3199803705229666,-0.1313718080446099,0.05402733224238416,-2.5791163094581373,-0.3226256238036501,-0.4071958280801737,0.9114562343066761,0.1148434855226412,0.908975938828701,4.660694447628358e-19,-0.013193289441047733,raw_pca_stabilized,train
-0.1568056128139268,-0.10589184157064702,0.0617985355865611,-1.7800980538438331,-0.1750750584275732,-0.6048368198286417,1.0030006661869748,0.12637808393955885,0.9990121268893765,1.3663347300001242e-18,-0.012944752846989083,raw_pca_stabilized,validation
