strategy,display_name,regime,total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,cost_drag_ann,avg_gross_exposure,regime_set
sector_baseline,Sector Residual Baseline,2020_crash_rebound,0.07820899869018372,0.144057438849007,0.03524612185119363,3.836837011400392,-0.0105111280376744,13.705231097240054,1.419394308381112,0.1788436828560201,1.0010257583340203,event_window
sector_baseline,Sector Residual Baseline,2022_drawdown_regime,0.21604631798841467,0.20874938837140644,0.033062693138712296,5.752761396101207,-0.01629321641407655,12.812042942672576,1.4292928483343945,0.18009089889013372,0.998757327025203,event_window
sector_baseline,Sector Residual Baseline,2023_2025_recovery,0.6632231164738507,0.2176689465182955,0.03256243800052008,6.0666288358931935,-0.009525123089671683,22.852087523605768,1.434459876081111,0.18074194438621996,0.9977354853426701,event_window
sector_baseline,Sector Residual Baseline,all_other_periods,0.3713198825060562,0.13195763340610145,0.031157752646552232,3.9946225598652974,-0.014058687884859977,9.386198376891823,1.281017712425431,0.1614082317656043,0.9034281559322289,event_window
sector_baseline,Sector Residual Baseline,bear_high_vol,0.3991701148155822,0.19640997034868035,0.033643196268868976,5.34888727422542,-0.012015483894463053,16.346405361101564,1.3974128589368762,0.17607402022604635,0.9809554767902451,structural
sector_baseline,Sector Residual Baseline,bear_low_vol,0.1158634702977781,0.1044809445439141,0.030321226883852973,3.2931725192978285,-0.010705468843192567,9.75958606524289,1.1438540289205603,0.1441256076439906,0.8051767400059887,structural
sector_baseline,Sector Residual Baseline,bull_high_vol,0.34537798263860653,0.22731354662736902,0.03221433028018229,6.376913273386845,-0.014058687884859977,16.168901997758024,1.4324585265703083,0.1804897743478588,0.9992688221098256,structural
sector_baseline,Sector Residual Baseline,bull_low_vol,0.423693353532564,0.1661970264027557,0.03230893096611225,4.776253032188963,-0.010632644136999825,15.630827502673377,1.4293261435204243,0.18009509408357344,0.9995940849420932,structural
raw_pca_residual,Raw PCA Residual,2020_crash_rebound,0.011659209320368014,0.020933286863939804,0.037567697688329744,0.5701373343570968,-0.023339727929659437,0.8968950678014717,1.476651225503867,0.18605805441348722,0.9781660851300731,event_window
raw_pca_residual,Raw PCA Residual,2022_drawdown_regime,-0.039794829652287755,-0.03859431678312186,0.03733976433960816,-1.0353914993015576,-0.05771718265630699,-0.6686798455313118,1.5000584471341705,0.18900736433890547,0.9847133508727307,event_window
raw_pca_residual,Raw PCA Residual,2023_2025_recovery,-0.0287001717012203,-0.011208993048605675,0.036508420953879496,-0.2905232382425818,-0.055161829432116005,-0.20320198158764546,1.5204486701706759,0.19157653244150516,0.9800354723337612,event_window
raw_pca_residual,Raw PCA Residual,all_other_periods,-0.019381204314987133,-0.007652830953243983,0.035666742000376776,-0.19757696860778554,-0.06902223346704972,-0.11087486696438678,1.3637835560903186,0.17183672806738018,0.8919514820753252,event_window
raw_pca_residual,Raw PCA Residual,bear_high_vol,-0.00985466114806599,-0.005273528930478277,0.03526714347670731,-0.1323273265130849,-0.05712933495808725,-0.09230860002741471,1.46716738630459,0.1848630906743784,0.9648472778031837,structural
raw_pca_residual,Raw PCA Residual,bear_low_vol,0.0012299917419917872,0.0011148924422101913,0.03395152890560421,0.04973473296986795,-0.02897256494075262,0.03848097137723526,1.2279478394619263,0.1547214277722027,0.7939147258973556,structural
raw_pca_residual,Raw PCA Residual,bull_high_vol,-0.03884983564449096,-0.02698645351472706,0.035007009381599084,-0.763981665841703,-0.050860558090787045,-0.5305968815079799,1.5135418338631286,0.1907062710667542,0.9833870306143696,structural
raw_pca_residual,Raw PCA Residual,bull_low_vol,-0.028980922842580248,-0.012718273785670475,0.039242325355576674,-0.3065732599849745,-0.07639127638466148,-0.1664885624063766,1.5151448553986187,0.19090825178022594,0.9836448326685235,structural
rmt_filtered_residual,RMT-Filtered Residual,2020_crash_rebound,0.02411764034829389,0.04351236293383631,0.04097192948565595,1.0599721524303598,-0.0260879962778805,1.667907434145473,1.53715941144249,0.19368208584175373,0.9885890651199917,event_window
rmt_filtered_residual,RMT-Filtered Residual,2022_drawdown_regime,0.04330137221220043,0.04194147064219189,0.04031977379984373,1.0391575273893254,-0.04090796237793504,1.0252642322956254,1.5205947649001967,0.19159494037742478,0.9916795937655225,event_window
rmt_filtered_residual,RMT-Filtered Residual,2023_2025_recovery,0.19199899602004455,0.07035083159352729,0.03896410697777756,1.7645288493340974,-0.02752101333195134,2.556258766527735,1.544580723359383,0.19461717114328225,0.9898494911562128,event_window
rmt_filtered_residual,RMT-Filtered Residual,all_other_periods,0.13406600272356872,0.05062280058930235,0.039587414019278226,1.2673269724516578,-0.02551690765763781,1.9838924554852853,1.3902196399054865,0.1751676746280913,0.8964943927598661,event_window
rmt_filtered_residual,RMT-Filtered Residual,bear_high_vol,0.09829484089260077,0.051331737258951904,0.04148506879924434,1.227453064796154,-0.025244334436895444,2.0333963403657354,1.5054652101261607,0.18968861647589624,0.9725787251262434,structural
rmt_filtered_residual,RMT-Filtered Residual,bear_low_vol,0.03560780152468035,0.03222451453598585,0.03904993486488754,0.831708861914567,-0.046731224362023704,0.6895713728008637,1.2362771498057215,0.15577092087552089,0.7988944912379885,structural
