total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,avg_turnover,cost_drag_ann,avg_gross_exposure,avg_net_exposure,beta_spy,strategy,split
0.45498836338210036,0.12827394231005051,0.03179887415548983,3.8121667763707503,-0.014045597332543958,9.132679748182513,1.3056532176489328,0.1645123054237656,0.9210383291590759,1.0475082292276936e-19,-0.0029656279724625044,sector_baseline,train
0.2070734451370535,0.20010380546068074,0.03256047502996252,5.62036779057025,-0.01629319306613075,12.281435851677456,1.4289148031039338,0.1800432651910957,0.9987833661634865,1.7453569972838766e-18,-0.005341677621216016,sector_baseline,validation
0.6480409154648985,0.21335423102315554,0.032677273560711234,5.9367100038007825,-0.009524878033524309,22.399681158354124,1.4337949425738048,0.1806581627642994,0.9978002413538861,2.1326806328361177e-18,0.005590933035962361,sector_baseline,holdout
1.8944177003867337,0.17128342481109282,0.03231184743159237,4.910616950250644,-0.01629319306613075,10.5125756575699,1.3738163080529424,0.17310085481467075,0.9624702739406393,1.1358841827737007e-18,-7.298292296589706e-05,sector_baseline,full
-0.009775261068717178,-0.003156546365019386,0.03601207272831433,-0.06980192842047002,-0.06277698544768096,-0.05028190414861649,1.3877852686762486,0.17486094385320733,0.9076384373825316,3.688260551324012e-19,-0.00569641589083225,raw_pca_residual,train
-0.03257917404064248,-0.031592744900680536,0.036150876781695214,-0.8699533779408181,-0.053868424116930824,-0.5864798426644701,1.5058461361490207,0.18973661315477663,0.9864526862255072,1.7060025434268305e-18,0.02365523507659046,raw_pca_residual,validation
-0.021498450436556515,-0.008377450726988145,0.03624377878633216,-0.21401647141331034,-0.0509278082573853,-0.16449658867409217,1.5226506611759703,0.19185398330817227,0.9804124834084659,1.9894995366031652e-18,0.011297084476338969,raw_pca_residual,holdout
-0.06263070750034216,-0.009575374880811283,0.03610656825957299,-0.24842473213661007,-0.12234891073549814,-0.07826285353297467,1.4577340266811125,0.18367448736182018,0.9477019607957883,1.196880555364998e-18,0.003759830247545996,raw_pca_residual,full
0.013307254404909985,0.004263612151285789,0.029003877435382568,0.16117340338855243,-0.05015737370049389,0.08500469296389429,0.9601921514681275,0.12098421108498407,0.9197416997060405,-1.0357384738431128e-19,-0.006747717261458645,raw_pca_stabilized,train
-0.011585658857364178,-0.011231186559641504,0.031305605713198854,-0.34518921184980805,-0.032092679936986834,-0.34996100611396913,1.0399984116314325,0.13103979986556047,0.9987140691191357,1.285626607342577e-18,0.01967137393522797,raw_pca_stabilized,validation
