date,ticker,sector,close,volume,benchmark_close
2019-01-02,TECH01,technology,100.015,2991939,249.9812
2019-01-03,TECH01,technology,99.707,3097102,250.5081
2019-01-04,TECH01,technology,99.3931,3099577,250.2385
2019-01-07,TECH01,technology,97.2357,3773014,246.7008
2019-01-08,TECH01,technology,96.6566,3200647,243.0932
2019-01-09,TECH01,technology,94.8757,3653061,242.1029
2019-01-10,TECH01,technology,93.9228,3348345,238.6064
2019-01-11,TECH01,technology,93.2417,3247391,236.3165
2019-01-14,TECH01,technology,93.1247,3031554,234.4094
2019-01-15,TECH01,technology,92.3745,3276458,233.3593
2019-01-16,TECH01,technology,93.4998,3420498,233.479
2019-01-17,TECH01,technology,93.629,3036063,231.8305
2019-01-18,TECH01,technology,94.8604,3454842,233.6443
2019-01-21,TECH01,technology,94.0881,3279559,229.3724
2019-01-22,TECH01,technology,95.041,3347730,234.5698
2019-01-23,TECH01,technology,94.8777,3048222,234.0337
2019-01-24,TECH01,technology,92.1504,4031858,233.0393
2019-01-25,TECH01,technology,90.1779,3762031,229.1817
2019-01-28,TECH01,technology,89.3242,3327434,229.1724
2019-01-29,TECH01,technology,87.0752,3900482,228.1781
2019-01-30,TECH01,technology,89.0458,3788611,230.7747
2019-01-31,TECH01,technology,88.9905,3008835,233.3509
2019-02-01,TECH01,technology,90.3073,3512974,237.3366
2019-02-04,TECH01,technology,91.2486,3358179,238.2465
2019-02-05,TECH01,technology,91.9981,3279745,239.1217
2019-02-06,TECH01,technology,91.0339,3364152,238.7736
2019-02-07,TECH01,technology,90.4432,3219862,237.3289
2019-02-08,TECH01,technology,92.9676,3973146,239.4596
2019-02-11,TECH01,technology,94.3613,3519870,241.4836
2019-02-12,TECH01,technology,93.104,3467315,241.1813
2019-02-13,TECH01,technology,94.1578,3389924,243.723
2019-02-14,TECH01,technology,97.0875,4084680,245.6003
2019-02-15,TECH01,technology,97.0741,2991484,248.0238
2019-02-18,TECH01,technology,97.6359,3193345,246.6127
2019-02-19,TECH01,technology,97.7935,3044364,247.4041
2019-02-20,TECH01,technology,100.5343,3977186,252.6562
2019-02-21,TECH01,technology,103.3447,3974692,258.6325
2019-02-22,TECH01,technology,104.968,3545135,260.2925
2019-02-25,TECH01,technology,104.7259,3069347,260.8382
2019-02-26,TECH01,technology,106.1936,3485363,260.0754
2019-02-27,TECH01,technology,104.2093,3662570,255.0262
2019-02-28,TECH01,technology,102.7511,3491604,253.2318
2019-03-01,TECH01,technology,102.982,3067027,251.5687
2019-03-04,TECH01,technology,102.1064,3292583,252.13
2019-03-05,TECH01,technology,102.6575,3179454,252.7739
2019-03-06,TECH01,technology,102.1659,3158584,250.2176
2019-03-07,TECH01,technology,102.314,3038480,249.8807
2019-03-08,TECH01,technology,99.6516,3931518,246.1878
2019-03-11,TECH01,technology,100.8002,3397306,247.5608
2019-03-12,TECH01,technology,100.7113,3018207,248.7651
2019-03-13,TECH01,technology,103.3198,3903007,253.5043
2019-03-14,TECH01,technology,102.4969,3273140,254.1575
2019-03-15,TECH01,technology,101.9973,3161691,253.6826
2019-03-18,TECH01,technology,103.0321,3348317,256.0528
2019-03-19,TECH01,technology,105.3793,3793865,257.4528
2019-03-20,TECH01,technology,105.89,3159847,257.8857
2019-03-21,TECH01,technology,105.0061,3286996,257.013
2019-03-22,TECH01,technology,105.3951,3119099,260.7442
2019-03-25,TECH01,technology,106.7192,3433988,263.2538
2019-03-26,TECH01,technology,104.9489,3586063,260.8865
2019-03-27,TECH01,technology,105.1892,3068541,263.3305
2019-03-28,TECH01,technology,104.6415,3173641,265.0788
2019-03-29,TECH01,technology,105.5058,3281340,264.9781
2019-04-01,TECH01,technology,105.1655,3102325,260.9436
2019-04-02,TECH01,technology,107.1064,3641966,261.8156
2019-04-03,TECH01,technology,110.0331,3952712,262.1427
2019-04-04,TECH01,technology,113.7654,4182029,266.2911
2019-04-05,TECH01,technology,118.7684,4528961,271.929
2019-04-08,TECH01,technology,116.7644,3596432,269.0286
2019-04-09,TECH01,technology,117.6164,3247133,266.6748
2019-04-10,TECH01,technology,115.8907,3516319,262.0475
2019-04-11,TECH01,technology,113.7925,3641358,259.634
2019-04-12,TECH01,technology,115.9666,3664823,264.1959
2019-04-15,TECH01,technology,117.6641,3507362,264.1143
2019-04-16,TECH01,technology,116.5468,3328486,264.5812
2019-04-17,TECH01,technology,115.8743,3193952,264.8936
2019-04-18,TECH01,technology,118.0699,3659280,266.452
2019-04-19,TECH01,technology,116.7566,3387428,268.7881
2019-04-22,TECH01,technology,118.7395,3590107,272.3516
2019-04-23,TECH01,technology,120.2444,3437926,273.0181
2019-04-24,TECH01,technology,120.4951,3061202,275.4351
2019-04-25,TECH01,technology,119.5104,3280641,279.3186
2019-04-26,TECH01,technology,120.846,3384871,280.3144
2019-04-29,TECH01,technology,120.6528,3043917,280.9455
2019-04-30,TECH01,technology,118.585,3606121,276.8881
2019-05-01,TECH01,technology,121.6353,3896782,279.8632
2019-05-02,TECH01,technology,120.7548,3246940,277.8591
2019-05-03,TECH01,technology,121.0312,3068486,277.5924
2019-05-06,TECH01,technology,122.1038,3302775,276.296
2019-05-07,TECH01,technology,121.7064,3103373,277.8491
2019-05-08,TECH01,technology,121.4729,3055403,278.6883
2019-05-09,TECH01,technology,121.255,3050912,279.6348
2019-05-10,TECH01,technology,122.9564,3485944,281.4584
2019-05-13,TECH01,technology,125.7315,3786461,285.8223
2019-05-14,TECH01,technology,126.2073,3121912,287.3497
2019-05-15,TECH01,technology,125.1355,3292218,288.1709
2019-05-16,TECH01,technology,123.7645,3381386,286.9506
2019-05-17,TECH01,technology,124.3949,3168667,289.1742
2019-05-20,TECH01,technology,125.8354,3399170,291.3319
2019-05-21,TECH01,technology,126.7681,3251233,291.2139
2019-05-22,TECH01,technology,123.5057,3920942,285.4444
2019-05-23,TECH01,technology,120.8845,3755367,279.2783
2019-05-24,TECH01,technology,119.5653,3379819,274.0525
2019-05-27,TECH01,technology,120.4113,3239249,271.9618
2019-05-28,TECH01,technology,121.0838,3186165,274.7881
2019-05-29,TECH01,technology,118.5551,3742953,275.5753
2019-05-30,TECH01,technology,118.9855,3116446,275.9316
2019-05-31,TECH01,technology,116.3754,3781502,273.9243
2019-06-03,TECH01,technology,117.8838,3448111,273.6204
2019-06-04,TECH01,technology,118.1954,3081177,273.0375
2019-06-05,TECH01,technology,118.1374,3004146,269.8845
2019-06-06,TECH01,technology,118.4782,3089781,271.1354
2019-06-07,TECH01,technology,119.8784,3407629,274.8085
2019-06-10,TECH01,technology,121.2459,3393086,277.1034
2019-06-11,TECH01,technology,122.3351,3307073,280.4756
2019-06-12,TECH01,technology,123.5965,3354228,281.3538
2019-06-13,TECH01,technology,125.2763,3470343,283.62
2019-06-14,TECH01,technology,126.9635,3466012,287.0104
2019-06-17,TECH01,technology,127.3482,3095004,287.2402
2019-06-18,TECH01,technology,124.9641,3663860,281.9916
2019-06-19,TECH01,technology,124.7098,3059576,281.8269
2019-06-20,TECH01,technology,124.5571,3030475,281.2896
2019-06-21,TECH01,technology,124.9727,3105951,285.1511
2019-06-24,TECH01,technology,125.7215,3200643,289.7079
2019-06-25,TECH01,technology,125.5614,3032226,288.1342
2019-06-26,TECH01,technology,127.0465,3407972,286.2727
2019-06-27,TECH01,technology,127.6795,3164682,287.9464
2019-06-28,TECH01,technology,128.1394,3115430,286.7195
2019-07-01,TECH01,technology,127.4715,3173860,288.5982
2019-07-02,TECH01,technology,125.5352,3535123,283.823
2019-07-03,TECH01,technology,127.4207,3520852,287.1755
2019-07-04,TECH01,technology,128.4037,3261965,288.1591
2019-07-05,TECH01,technology,128.9106,3127769,288.0445
2019-07-08,TECH01,technology,127.3842,3413451,283.3038
2019-07-09,TECH01,technology,127.0059,3093139,283.3878
2019-07-10,TECH01,technology,124.0502,3830483,280.9527
2019-07-11,TECH01,technology,121.8873,3616957,277.6381
2019-07-12,TECH01,technology,122.5734,3187748,281.3741
2019-07-15,TECH01,technology,124.7161,3607631,281.0721
2019-07-16,TECH01,technology,123.6607,3291131,279.637
2019-07-17,TECH01,technology,123.4635,3043759,275.8639
2019-07-18,TECH01,technology,122.4338,3286712,273.0652
2019-07-19,TECH01,technology,122.397,2997345,272.1091
2019-07-22,TECH01,technology,121.6766,3198120,271.4292
2019-07-23,TECH01,technology,119.7461,3559717,268.6394
2019-07-24,TECH01,technology,118.0286,3504345,270.1356
2019-07-25,TECH01,technology,116.5512,3437998,269.7322
2019-07-26,TECH01,technology,117.8199,3374573,272.32
2019-07-29,TECH01,technology,116.5805,3365562,269.8766
2019-07-30,TECH01,technology,116.5415,2998534,269.5337
2019-07-31,TECH01,technology,116.6976,3034529,268.2888
2019-08-01,TECH01,technology,115.0127,3507786,265.0305
2019-08-02,TECH01,technology,115.4066,3109109,263.9636
2019-08-05,TECH01,technology,115.728,3086221,266.6164
2019-08-06,TECH01,technology,115.488,3060961,266.4329
2019-08-07,TECH01,technology,118.323,3855697,268.6723
2019-08-08,TECH01,technology,117.57,3215350,267.9757
2019-08-09,TECH01,technology,119.3176,3515357,268.9832
2019-08-12,TECH01,technology,119.3275,2989519,268.4877
2019-08-13,TECH01,technology,125.7734,4872049,274.1157
2019-08-14,TECH01,technology,128.3371,3709749,274.4189
2019-08-15,TECH01,technology,130.1644,3493257,276.7011
2019-08-16,TECH01,technology,127.5003,3727714,276.1072
2019-08-19,TECH01,technology,129.8947,3653368,277.9577
2019-08-20,TECH01,technology,128.2841,3433720,273.9528
2019-08-21,TECH01,technology,126.1605,3584805,275.0672
2019-08-22,TECH01,technology,126.9131,3199725,274.7657
2019-08-23,TECH01,technology,129.7327,3774084,278.3108
2019-08-26,TECH01,technology,130.3383,3153474,278.138
2019-08-27,TECH01,technology,129.2525,3286390,277.4968
2019-08-28,TECH01,technology,126.4659,3767664,277.3529
2019-08-29,TECH01,technology,125.5928,3234865,277.2785
2019-08-30,TECH01,technology,127.8685,3630155,278.1123
2019-09-02,TECH01,technology,128.371,3127108,277.3041
2019-09-03,TECH01,technology,128.4677,3013550,279.1473
2019-09-04,TECH01,technology,131.9602,3947883,285.6576
2019-09-05,TECH01,technology,135.7615,4004353,287.9797
2019-09-06,TECH01,technology,134.6203,3289102,287.3904
2019-09-09,TECH01,technology,135.5494,3233057,283.3434
2019-09-10,TECH01,technology,134.9602,3142686,283.3851
2019-09-11,TECH01,technology,137.0899,3547708,281.9131
2019-09-12,TECH01,technology,138.1038,3250634,286.4199
2019-09-13,TECH01,technology,136.0836,3514674,281.9994
2019-09-16,TECH01,technology,135.7186,3082840,280.6485
2019-09-17,TECH01,technology,134.8923,3205418,279.9826
2019-09-18,TECH01,technology,135.6065,3175824,280.4171
2019-09-19,TECH01,technology,134.5739,3260520,281.1038
2019-09-20,TECH01,technology,136.3281,3450702,280.0879
2019-09-23,TECH01,technology,135.33,3249896,278.5316
2019-09-24,TECH01,technology,137.3335,3513229,281.4643
2019-09-25,TECH01,technology,137.7951,3106837,283.5736
2019-09-26,TECH01,technology,136.3741,3358067,280.9701
2019-09-27,TECH01,technology,136.8445,3109973,278.5568
2019-09-30,TECH01,technology,136.6263,3043752,275.2836
2019-10-01,TECH01,technology,136.274,3079094,278.204
2019-10-02,TECH01,technology,137.6396,3343913,281.6437
2019-10-03,TECH01,technology,136.1101,3387060,279.9491
2019-10-04,TECH01,technology,133.2609,3744730,274.7149
2019-10-07,TECH01,technology,136.7255,3906421,274.4476
2019-10-08,TECH01,technology,139.0693,3595713,278.1439
2019-10-09,TECH01,technology,140.0353,3234634,281.9728
2019-10-10,TECH01,technology,141.4763,3353467,285.1362
2019-10-11,TECH01,technology,138.2735,3807220,286.2678
2019-10-14,TECH01,technology,138.4478,3031719,286.5314
2019-10-15,TECH01,technology,137.1067,3335418,289.0177
2019-10-16,TECH01,technology,136.3555,3183467,287.1086
2019-10-17,TECH01,technology,133.6594,3702272,283.7585
2019-10-18,TECH01,technology,132.9465,3178243,285.8003
2019-10-21,TECH01,technology,133.2218,3060719,287.9079
2019-10-22,TECH01,technology,132.6049,3152923,287.7934
2019-10-23,TECH01,technology,131.8603,3188370,287.5599
2019-10-24,TECH01,technology,131.1693,3174866,287.6841
2019-10-25,TECH01,technology,132.1575,3255557,288.3777
2019-10-28,TECH01,technology,131.469,3173748,289.0975
2019-10-29,TECH01,technology,131.1467,3074544,287.7502
2019-10-30,TECH01,technology,129.6992,3384337,284.8708
2019-10-31,TECH01,technology,130.9874,3340770,285.1912
2019-11-01,TECH01,technology,128.4177,3696638,281.2537
2019-11-04,TECH01,technology,132.6649,4152694,283.4501
2019-11-05,TECH01,technology,131.9778,3172666,282.0845
2019-11-06,TECH01,technology,133.2041,3318031,281.6656
2019-11-07,TECH01,technology,132.9861,3045249,282.5727
2019-11-08,TECH01,technology,133.8628,3222060,282.7263
2019-11-11,TECH01,technology,133.5687,3065413,282.5144
2019-11-12,TECH01,technology,130.8623,3720174,280.3609
2019-11-13,TECH01,technology,131.9427,3281212,277.2376
2019-11-14,TECH01,technology,131.8512,3011426,275.2523
2019-11-15,TECH01,technology,131.8735,2992625,275.6911
2019-11-18,TECH01,technology,130.8004,3279365,274.4799
2019-11-19,TECH01,technology,129.5067,3342804,273.186
2019-11-20,TECH01,technology,127.6358,3508089,268.6915
2019-11-21,TECH01,technology,130.6214,3815241,270.1578
2019-11-22,TECH01,technology,128.1046,3683831,265.4098
2019-11-25,TECH01,technology,130.5184,3655563,265.6604
2019-11-26,TECH01,technology,133.0321,3670220,267.5755
2019-11-27,TECH01,technology,133.2887,3055640,266.6276
2019-11-28,TECH01,technology,134.0392,3187776,268.1023
2019-11-29,TECH01,technology,135.1218,3274870,265.1606
2019-12-02,TECH01,technology,134.5876,3128540,263.1146
2019-12-03,TECH01,technology,133.6203,3245061,261.7717
2019-12-04,TECH01,technology,132.9972,3154094,258.9204
2019-12-05,TECH01,technology,132.7099,3064063,257.1914
2019-12-06,TECH01,technology,130.6597,3544537,256.5491
2019-12-09,TECH01,technology,130.1655,3122388,254.6991
2019-12-10,TECH01,technology,132.0355,3497775,256.5514
2019-12-11,TECH01,technology,131.0317,3260073,256.2517
2019-12-12,TECH01,technology,126.5724,4227474,253.3852
2019-12-13,TECH01,technology,126.6229,3000863,254.3823
2019-12-16,TECH01,technology,127.371,3197687,256.8922
2019-12-17,TECH01,technology,124.6361,3764467,256.4761
2019-12-18,TECH01,technology,125.0026,3091787,257.1841
2019-12-19,TECH01,technology,125.4791,3122913,257.2843
2019-12-20,TECH01,technology,125.6954,3048300,257.6491
2019-12-23,TECH01,technology,122.3451,3954787,255.3043
2019-12-24,TECH01,technology,122.5166,3036777,253.5847
2019-12-25,TECH01,technology,123.8639,3378524,255.0337
2019-12-26,TECH01,technology,122.6167,3349255,250.3178
2019-12-27,TECH01,technology,124.5451,3545827,251.4716
2019-12-30,TECH01,technology,125.4021,3232312,249.9639
2019-12-31,TECH01,technology,127.3733,3545534,251.61
2020-01-01,TECH01,technology,127.8039,3107510,251.0474
2020-01-02,TECH01,technology,126.9111,3237797,248.7847
2020-01-03,TECH01,technology,125.9588,3256484,245.5298
2020-01-06,TECH01,technology,127.6833,3473879,246.0792
2020-01-07,TECH01,technology,129.6834,3543619,247.5198
2020-01-08,TECH01,technology,130.3868,3180440,248.2359
2020-01-09,TECH01,technology,132.2968,3507747,248.7944
2020-01-10,TECH01,technology,132.9258,3156555,247.5868
2020-01-13,TECH01,technology,132.1742,3189800,247.1
2020-01-14,TECH01,technology,133.4539,3331888,249.6426
2020-01-15,TECH01,technology,132.3893,3273602,248.2932
2020-01-16,TECH01,technology,132.7925,3095556,245.6822
2020-01-17,TECH01,technology,132.8331,2997510,246.611
2020-01-20,TECH01,technology,135.7893,3775418,251.3042
2020-01-21,TECH01,technology,137.4568,3423984,255.0245
2020-01-22,TECH01,technology,139.21,3440777,257.3394
2020-01-23,TECH01,technology,138.9665,3049300,253.5754
2020-01-24,TECH01,technology,139.6769,3169297,252.2311
2020-01-27,TECH01,technology,141.1405,3360142,252.9149
2020-01-28,TECH01,technology,142.6389,3365037,253.1619
2020-01-29,TECH01,technology,138.5229,4035957,247.0951
2020-01-30,TECH01,technology,142.4786,3995649,246.9531
2020-01-31,TECH01,technology,142.9353,3101261,246.3565
2020-02-03,TECH01,technology,141.5962,3323891,246.3798
2020-02-04,TECH01,technology,143.425,3446483,248.4954
2020-02-05,TECH01,technology,143.3717,2999900,249.454
2020-02-06,TECH01,technology,143.9459,3129808,248.122
2020-02-07,TECH01,technology,141.1423,3691463,247.1331
2020-02-10,TECH01,technology,138.5742,3644661,244.8984
2020-02-11,TECH01,technology,136.1861,3609567,242.9844
2020-02-12,TECH01,technology,136.163,2992659,242.6675
2020-02-13,TECH01,technology,132.9728,3836214,236.9389
2020-02-14,TECH01,technology,135.9498,3780069,239.0559
2020-02-17,TECH01,technology,133.8395,3547237,238.0991
2020-02-18,TECH01,technology,133.6944,3025440,239.2087
2020-02-19,TECH01,technology,129.8025,4045337,236.8079
2020-02-20,TECH01,technology,131.0892,3340080,236.6609
2020-02-21,TECH01,technology,131.2594,3033064,234.7729
2020-02-24,TECH01,technology,132.3114,3272664,235.2489
2020-02-25,TECH01,technology,132.2451,3004550,237.3731
2020-02-26,TECH01,technology,131.4678,3197829,239.0207
2020-02-27,TECH01,technology,131.3811,3010211,236.5479
2020-02-28,TECH01,technology,130.6207,3194570,233.0338
2020-03-02,TECH01,technology,134.1978,3954805,234.2291
2020-03-03,TECH01,technology,134.726,3127355,233.7098
2020-03-04,TECH01,technology,135.3204,3144322,239.3317
2020-03-05,TECH01,technology,133.6075,3443104,234.2113
2020-03-06,TECH01,technology,138.9173,4383302,236.9692
2020-03-09,TECH01,technology,137.2898,3408923,235.426
2020-03-10,TECH01,technology,136.1512,3285035,236.8511
2020-03-11,TECH01,technology,134.5447,3411949,236.6698
2020-03-12,TECH01,technology,129.5942,4330104,232.014
2020-03-13,TECH01,technology,133.9415,4169064,240.8925
2020-03-16,TECH01,technology,133.0391,3228844,240.8802
2020-03-17,TECH01,technology,133.3763,3077297,238.899
2020-03-18,TECH01,technology,133.4474,3005661,240.0365
2020-03-19,TECH01,technology,132.3889,3271957,238.5835
2020-03-20,TECH01,technology,129.8939,3668444,236.0071
2020-03-23,TECH01,technology,134.5182,4240258,241.5891
2020-03-24,TECH01,technology,131.969,3672244,241.0108
2020-03-25,TECH01,technology,130.2462,3457508,237.2717
2020-03-26,TECH01,technology,130.962,3182982,238.2626
2020-03-27,TECH01,technology,128.9194,3549918,236.2094
2020-03-30,TECH01,technology,124.6703,4187701,232.0528
2020-03-31,TECH01,technology,127.2762,3727951,234.5278
2020-04-01,TECH01,technology,125.3221,3541067,234.4806
2020-04-02,TECH01,technology,126.6989,3378138,235.0517
2020-04-03,TECH01,technology,123.5098,3900199,232.687
2020-04-06,TECH01,technology,124.2326,3195688,229.8725
2020-04-07,TECH01,technology,121.2445,3859108,225.2458
2020-04-08,TECH01,technology,119.9762,3363419,223.819
2020-04-09,TECH01,technology,120.1313,3032849,223.7364
